"cust_id","usage_month","usage_year","usage_date","usage_ccf","et_amount","hhsize","irr_area","cust_class","rate_code","meter_size","water_type","sort_index","variable_bill","total_bill","X1","X2","X3","X4","XR1","XR2","XR3","XR4","X5","XR5","hypothetical_usage","baseline_variable_bill","baseline_bill","B1","B2","B3","B4","BR1","BR2","BR3","BR4","B5","BR5","baseline_usage"
834680,1,2014,2014-01-01,14,2.52,4,1970,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15088,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,23.75,35.14,9,3,2,0,13.41,5.1,5.24,0,0,0,14
834684,1,2014,2014-01-01,3,2.52,4,1344,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15089,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
834688,1,2014,2014-01-01,8,2.52,4,2800,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15090,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834692,1,2014,2014-01-01,17,2.52,4,5060,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15091,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,27.01,38.4,9,8,0,0,13.41,13.6,0,0,0,0,17
834693,1,2014,2014-01-01,25,2.52,4,4099,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15092,75,86.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,69.95,81.34,9,6,4,4,13.41,10.2,10.48,17.52,2,18.34,25
834695,1,2014,2014-01-01,9,2.46,4,2725,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15093,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834697,1,2014,2014-01-01,5,2.52,4,2500,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15094,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834709,1,2014,2014-01-01,8,2.46,4,1771,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15095,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834710,1,2014,2014-01-01,16,2.52,4,2218,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15096,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,28.99,40.38,9,3,4,0,13.41,5.1,10.48,0,0,0,16
834711,1,2014,2014-01-01,4,2.52,4,2036,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15097,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834713,1,2014,2014-01-01,8,2.52,4,1799,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15098,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834715,1,2014,2014-01-01,19,2.52,4,1850,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15099,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,48.68,60.07,9,3,3,3,13.41,5.1,7.86,13.14,1,9.17,19
834717,1,2014,2014-01-01,10,2.58,4,3050,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15100,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834718,1,2014,2014-01-01,15,2.52,4,2369,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15101,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25.45,36.84,9,4,2,0,13.41,6.8,5.24,0,0,0,15
834720,1,2014,2014-01-01,18,2.52,4,3722,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15102,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,31.47,42.86,9,6,3,0,13.41,10.2,7.86,0,0,0,18
834722,1,2014,2014-01-01,8,2.52,4,4066,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15103,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834723,1,2014,2014-01-01,10,2.52,5,5606,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15104,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.9,26.29,10,0,0,0,14.9,0,0,0,0,0,10
834724,1,2014,2014-01-01,13,2.52,5,3210,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15105,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19.58,30.97,12,1,0,0,17.88,1.7,0,0,0,0,13
834728,1,2014,2014-01-01,6,2.52,4,2502,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15106,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834732,1,2014,2014-01-01,6,2.52,4,1616,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15107,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834733,1,2014,2014-01-01,20,2.52,4,1741,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15108,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,57.85,69.24,9,3,3,3,13.41,5.1,7.86,13.14,2,18.34,20
834744,1,2014,2014-01-01,51,2.52,5,3163,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15109,153,164.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,293.72,305.11,12,4,5,4,17.88,6.8,13.1,17.52,26,238.42,51
834745,1,2014,2014-01-01,20,2.52,4,9423,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15110,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,32.11,43.5,9,11,0,0,13.41,18.7,0,0,0,0,20
834749,1,2014,2014-01-01,20,2.46,4,4800,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15111,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,35.79,47.18,9,7,4,0,13.41,11.9,10.48,0,0,0,20
834751,1,2014,2014-01-01,8,2.52,4,1895,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15112,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834763,1,2014,2014-01-01,5,2.46,4,5138,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15113,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834767,1,2014,2014-01-01,10,2.52,4,4070,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15114,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834768,1,2014,2014-01-01,13,2.52,4,6129,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15115,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834769,1,2014,2014-01-01,9,2.52,4,6798,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15116,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834771,1,2014,2014-01-01,9,2.52,4,3206,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15117,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834773,1,2014,2014-01-01,10,2.52,4,3600,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15118,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834775,1,2014,2014-01-01,17,2.52,5,1976,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15119,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,28.22,39.61,12,3,2,0,17.88,5.1,5.24,0,0,0,17
834779,1,2014,2014-01-01,10,2.52,4,4900,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15120,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834781,1,2014,2014-01-01,9,2.52,4,2250,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15121,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834784,1,2014,2014-01-01,17,2.52,4,2335,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15122,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,32.45,43.84,9,4,3,1,13.41,6.8,7.86,4.38,0,0,17
834785,1,2014,2014-01-01,24,2.52,6,3150,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15123,72,83.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,42.46,53.85,14,5,5,0,20.86,8.5,13.1,0,0,0,24
834786,1,2014,2014-01-01,11,2.52,5,4100,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15124,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.39,27.78,11,0,0,0,16.39,0,0,0,0,0,11
834788,1,2014,2014-01-01,10,2.46,4,7574,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15125,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834789,1,2014,2014-01-01,46,2.52,4,12089,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15126,138,149.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,138.86,150.25,9,18,7,7,13.41,30.6,18.34,30.66,5,45.85,46
834797,1,2014,2014-01-01,18,2.52,4,3800,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15127,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,31.47,42.86,9,6,3,0,13.41,10.2,7.86,0,0,0,18
834799,1,2014,2014-01-01,7,2.58,4,3600,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15128,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834801,1,2014,2014-01-01,10,2.52,5,3500,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15129,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.9,26.29,10,0,0,0,14.9,0,0,0,0,0,10
834804,1,2014,2014-01-01,8,2.52,4,2900,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15130,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834806,1,2014,2014-01-01,13,2.52,4,3850,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15131,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834807,1,2014,2014-01-01,11,2.52,4,2400,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15132,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834808,1,2014,2014-01-01,5,2.52,4,2300,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15133,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834812,1,2014,2014-01-01,8,2.52,7,2360,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15134,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834816,1,2014,2014-01-01,10,2.52,4,2770,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15135,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834819,1,2014,2014-01-01,9,2.52,4,3928,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15136,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834820,1,2014,2014-01-01,7,2.52,4,3070,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15137,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834821,1,2014,2014-01-01,11,2.52,4,1650,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15138,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834822,1,2014,2014-01-01,12,2.52,6,3685,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15139,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.88,29.27,12,0,0,0,17.88,0,0,0,0,0,12
834828,1,2014,2014-01-01,9,2.52,4,2400,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15140,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834832,1,2014,2014-01-01,13,2.52,4,2610,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15141,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834833,1,2014,2014-01-01,11,2.52,4,3475,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15142,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834834,1,2014,2014-01-01,3,2.52,4,3385,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15143,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
834836,1,2014,2014-01-01,11,2.58,4,8161,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15144,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834839,1,2014,2014-01-01,15,2.57,4,2610,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15145,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25.45,36.84,9,4,2,0,13.41,6.8,5.24,0,0,0,15
834840,1,2014,2014-01-01,15,2.51,4,2650,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15146,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25.45,36.84,9,4,2,0,13.41,6.8,5.24,0,0,0,15
834842,1,2014,2014-01-01,24,2.45,4,2655,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15147,72,83.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,82.27,93.66,9,4,3,4,13.41,6.8,7.86,17.52,4,36.68,24
834843,1,2014,2014-01-01,1,2.51,4,2100,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15148,3,14.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.49,12.88,1,0,0,0,1.49,0,0,0,0,0,1
834845,1,2014,2014-01-01,13,2.51,4,2060,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15149,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
834849,1,2014,2014-01-01,46,2.51,5,7450,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15150,138,149.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,186,197.39,12,11,5,6,17.88,18.7,13.1,26.28,12,110.04,46
834852,1,2014,2014-01-01,10,2.51,4,2015,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15151,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834854,1,2014,2014-01-01,14,2.51,4,9225,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15152,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834855,1,2014,2014-01-01,7,2.51,4,9910,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15153,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834856,1,2014,2014-01-01,17,2.52,4,7350,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15154,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,27.01,38.4,9,8,0,0,13.41,13.6,0,0,0,0,17
834858,1,2014,2014-01-01,7,2.52,4,5038,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15155,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834860,1,2014,2014-01-01,11,2.52,4,2275,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15156,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834862,1,2014,2014-01-01,13,2.52,4,4535,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15157,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834864,1,2014,2014-01-01,6,2.58,4,2194,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15158,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834865,1,2014,2014-01-01,8,2.58,4,3000,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15159,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834868,1,2014,2014-01-01,15,2.48,4,9125,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15160,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23.61,35,9,6,0,0,13.41,10.2,0,0,0,0,15
834869,1,2014,2014-01-01,15,2.48,4,14407,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15161,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23.61,35,9,6,0,0,13.41,10.2,0,0,0,0,15
834873,1,2014,2014-01-01,12,2.48,4,3780,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15162,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834875,1,2014,2014-01-01,8,2.48,4,1750,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15163,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834879,1,2014,2014-01-01,4,2.48,4,3503,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15164,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834881,1,2014,2014-01-01,17,2.48,4,3285,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15165,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,29.77,41.16,9,5,3,0,13.41,8.5,7.86,0,0,0,17
834883,1,2014,2014-01-01,32,2.48,5,2630,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15166,96,107.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,133.51,144.9,12,3,4,4,17.88,5.1,10.48,17.52,9,82.53,32
834884,1,2014,2014-01-01,18,2.48,4,2625,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15167,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,36.83,48.22,9,4,3,2,13.41,6.8,7.86,8.76,0,0,18
834888,1,2014,2014-01-01,6,2.48,4,3215,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15168,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834894,1,2014,2014-01-01,9,2.48,4,5205,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15169,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834896,1,2014,2014-01-01,14,2.48,4,3775,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15170,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834897,1,2014,2014-01-01,12,2.48,4,3350,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15171,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834898,1,2014,2014-01-01,8,2.48,4,3150,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15172,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834900,1,2014,2014-01-01,10,2.48,4,4325,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15173,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834901,1,2014,2014-01-01,13,2.48,4,4825,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15174,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834902,1,2014,2014-01-01,9,2.48,4,4450,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15175,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834903,1,2014,2014-01-01,33,2.48,6,7553,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15176,99,110.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,64.04,75.43,14,11,6,2,20.86,18.7,15.72,8.76,0,0,33
834907,1,2014,2014-01-01,12,2.48,4,7761,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15177,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834908,1,2014,2014-01-01,14,2.48,4,2856,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15178,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.83,34.22,9,4,1,0,13.41,6.8,2.62,0,0,0,14
834910,1,2014,2014-01-01,18,2.48,4,6720,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15179,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,28.71,40.1,9,9,0,0,13.41,15.3,0,0,0,0,18
834911,1,2014,2014-01-01,12,2.48,4,3772,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15180,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834912,1,2014,2014-01-01,10,2.48,4,4705,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15181,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834914,1,2014,2014-01-01,6,2.48,4,4021,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15182,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834916,1,2014,2014-01-01,4,2.48,5,4501,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15183,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834918,1,2014,2014-01-01,12,2.48,4,5140,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15184,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834919,1,2014,2014-01-01,4,2.48,4,6534,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15185,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834920,1,2014,2014-01-01,6,2.48,4,1923,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15186,18,29.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.94,20.33,6,0,0,0,8.94,0,0,0,0,0,6
834923,1,2014,2014-01-01,14,2.48,4,10000,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15187,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834924,1,2014,2014-01-01,18,2.48,4,2847,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15188,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,35.07,46.46,9,4,4,1,13.41,6.8,10.48,4.38,0,0,18
834925,1,2014,2014-01-01,23,2.48,4,4790,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15189,69,80.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,48.93,60.32,9,7,4,3,13.41,11.9,10.48,13.14,0,0,23
834928,1,2014,2014-01-01,14,2.48,4,3472,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15190,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834929,1,2014,2014-01-01,8,2.48,4,1869,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15191,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834931,1,2014,2014-01-01,5,2.48,4,4886,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15192,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
