"cust_id","usage_month","usage_year","usage_date","usage_ccf","et_amount","hhsize","irr_area","cust_class","rate_code","meter_size","water_type","sort_index","variable_bill","total_bill","X1","X2","X3","X4","XR1","XR2","XR3","XR4","X5","XR5","hypothetical_usage","baseline_variable_bill","baseline_bill","B1","B2","B3","B4","BR1","BR2","BR3","BR4","B5","BR5","baseline_usage"
834460,1,2014,2014-01-01,7,2.52,4,5722,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14983,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834465,1,2014,2014-01-01,17,2.46,4,2431,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14984,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,32.45,43.84,9,4,3,1,13.41,6.8,7.86,4.38,0,0,17
834466,1,2014,2014-01-01,8,2.52,4,1895,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14985,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834468,1,2014,2014-01-01,14,2.52,4,2222,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14986,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.83,34.22,9,4,1,0,13.41,6.8,2.62,0,0,0,14
834469,1,2014,2014-01-01,4,2.46,4,1504,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14987,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834470,1,2014,2014-01-01,10,2.52,4,1429,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14988,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834474,1,2014,2014-01-01,12,2.58,4,3069,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14989,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834478,1,2014,2014-01-01,8,2.58,4,3785,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14990,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834479,1,2014,2014-01-01,13,2.58,4,1873,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14991,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,21.13,32.52,9,3,1,0,13.41,5.1,2.62,0,0,0,13
834480,1,2014,2014-01-01,11,2.58,5,2661,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14992,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.39,27.78,11,0,0,0,16.39,0,0,0,0,0,11
834482,1,2014,2014-01-01,23,2.52,5,2984,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14993,69,80.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,48.3,59.69,12,4,4,3,17.88,6.8,10.48,13.14,0,0,23
834483,1,2014,2014-01-01,45,2.52,4,4548,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14994,135,146.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,245.88,257.27,9,7,4,4,13.41,11.9,10.48,17.52,21,192.57,45
834487,1,2014,2014-01-01,14,2.52,4,3307,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14995,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834488,1,2014,2014-01-01,17,2.52,7,2500,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14996,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25.33,36.72,17,0,0,0,25.33,0,0,0,0,0,17
834491,1,2014,2014-01-01,20,2.52,6,4724,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14997,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,31.06,42.45,14,6,0,0,20.86,10.2,0,0,0,0,20
834495,1,2014,2014-01-01,10,2.46,4,2874,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",14999,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834496,1,2014,2014-01-01,15,2.52,4,2219,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15000,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,26.37,37.76,9,3,3,0,13.41,5.1,7.86,0,0,0,15
834497,1,2014,2014-01-01,16,2.52,5,2617,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15001,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24.68,36.07,12,4,0,0,17.88,6.8,0,0,0,0,16
834498,1,2014,2014-01-01,12,2.52,4,3735,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15002,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834499,1,2014,2014-01-01,16,2.52,4,4738,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15003,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25.31,36.7,9,7,0,0,13.41,11.9,0,0,0,0,16
834500,1,2014,2014-01-01,8,2.52,4,5577,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15004,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834501,1,2014,2014-01-01,21,2.52,4,6528,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15005,63,74.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,35.65,47.04,9,10,2,0,13.41,17,5.24,0,0,0,21
834502,1,2014,2014-01-01,10,2.52,4,2281,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15006,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834503,1,2014,2014-01-01,17,2.58,4,2182,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15007,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,32.45,43.84,9,4,3,1,13.41,6.8,7.86,4.38,0,0,17
834510,1,2014,2014-01-01,12,2.52,4,3677,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15008,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834511,1,2014,2014-01-01,11,2.58,4,5253,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15009,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834515,1,2014,2014-01-01,12,2.58,4,12870,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15010,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834516,1,2014,2014-01-01,20,2.52,6,3106,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15011,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,31.98,43.37,14,5,1,0,20.86,8.5,2.62,0,0,0,20
834519,1,2014,2014-01-01,12,2.52,4,7507,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15012,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834521,1,2014,2014-01-01,19,2.46,4,5355,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15013,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,32.25,43.64,9,8,2,0,13.41,13.6,5.24,0,0,0,19
834522,1,2014,2014-01-01,30,2.46,4,4255,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15014,90,101.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,115.8,127.19,9,6,4,4,13.41,10.2,10.48,17.52,7,64.19,30
834523,1,2014,2014-01-01,8,2.52,4,2429,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15015,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834524,1,2014,2014-01-01,10,2.52,4,2006,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15016,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834525,1,2014,2014-01-01,17,2.52,4,6619,"RESIDENTIAL_SINGLE","R1","1""","POTABLE",15017,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,27.01,38.4,9,8,0,0,13.41,13.6,0,0,0,0,17
834527,1,2014,2014-01-01,12,2.52,7,4126,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15018,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17.88,29.27,12,0,0,0,17.88,0,0,0,0,0,12
834535,1,2014,2014-01-01,7,2.52,4,2458,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15019,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834536,1,2014,2014-01-01,18,2.52,4,1235,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15020,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,46.98,58.37,9,2,3,3,13.41,3.4,7.86,13.14,1,9.17,18
834537,1,2014,2014-01-01,4,2.52,4,1661,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15021,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834538,1,2014,2014-01-01,14,2.52,4,2740,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15022,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22.83,34.22,9,4,1,0,13.41,6.8,2.62,0,0,0,14
834539,1,2014,2014-01-01,31,2.46,7,4120,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15023,93,104.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,62.69,74.08,17,5,6,3,25.33,8.5,15.72,13.14,0,0,31
834541,1,2014,2014-01-01,9,2.58,4,3069,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15024,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834543,1,2014,2014-01-01,8,2.46,4,2376,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15025,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834545,1,2014,2014-01-01,19,2.52,4,2672,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15026,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,39.45,50.84,9,4,4,2,13.41,6.8,10.48,8.76,0,0,19
834546,1,2014,2014-01-01,8,2.52,4,3725,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15027,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834553,1,2014,2014-01-01,4,2.52,4,3944,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15028,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834554,1,2014,2014-01-01,31,2.46,4,2365,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15029,93,104.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,151.25,162.64,9,4,3,3,13.41,6.8,7.86,13.14,12,110.04,31
834557,1,2014,2014-01-01,8,2.52,4,3542,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15030,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834561,1,2014,2014-01-01,14,2.52,4,3316,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15031,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.91,33.3,9,5,0,0,13.41,8.5,0,0,0,0,14
834564,1,2014,2014-01-01,13,2.52,4,1421,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15032,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,22.05,33.44,9,2,2,0,13.41,3.4,5.24,0,0,0,13
834565,1,2014,2014-01-01,19,2.52,4,2631,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15033,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,39.45,50.84,9,4,4,2,13.41,6.8,10.48,8.76,0,0,19
834566,1,2014,2014-01-01,17,2.58,4,4025,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15034,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,28.85,40.24,9,6,2,0,13.41,10.2,5.24,0,0,0,17
834567,1,2014,2014-01-01,8,2.52,4,2701,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15035,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834569,1,2014,2014-01-01,11,2.58,4,4982,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15036,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834573,1,2014,2014-01-01,2,0.59,5,2382,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15037,6,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.98,14.37,2,0,0,0,2.98,0,0,0,0,0,2
834577,1,2014,2014-01-01,14,2.52,5,6628,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15038,42,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21.28,32.67,12,2,0,0,17.88,3.4,0,0,0,0,14
834583,1,2014,2014-01-01,7,2.52,4,3500,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15039,21,32.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.43,21.82,7,0,0,0,10.43,0,0,0,0,0,7
834584,1,2014,2014-01-01,11,2.52,4,2417,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15040,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834586,1,2014,2014-01-01,12,2.46,4,2352,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15041,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834587,1,2014,2014-01-01,20,2.52,4,2440,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15042,60,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50.38,61.77,9,4,3,3,13.41,6.8,7.86,13.14,1,9.17,20
834589,1,2014,2014-01-01,10,2.52,4,4548,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15043,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834590,1,2014,2014-01-01,13,2.52,4,2700,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15044,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834591,1,2014,2014-01-01,9,2.46,5,2094,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15045,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834597,1,2014,2014-01-01,8,2.52,4,3973,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15046,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834601,1,2014,2014-01-01,10,2.46,4,2495,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15047,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834605,1,2014,2014-01-01,5,2.52,4,2914,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15048,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834606,1,2014,2014-01-01,4,2.52,4,2880,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15049,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834608,1,2014,2014-01-01,9,2.46,4,1916,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15050,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834609,1,2014,2014-01-01,9,2.52,5,2313,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15051,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834612,1,2014,2014-01-01,4,2.52,4,3676,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15052,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834613,1,2014,2014-01-01,3,2.46,4,4654,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15053,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
834614,1,2014,2014-01-01,13,2.52,4,4506,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15054,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834616,1,2014,2014-01-01,10,2.52,4,1920,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15055,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834617,1,2014,2014-01-01,15,2.52,4,2145,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15056,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,26.37,37.76,9,3,3,0,13.41,5.1,7.86,0,0,0,15
834620,1,2014,2014-01-01,12,2.52,4,3800,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15057,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834622,1,2014,2014-01-01,5,2.52,4,3737,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15058,15,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.45,18.84,5,0,0,0,7.45,0,0,0,0,0,5
834624,1,2014,2014-01-01,23,2.52,5,2829,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15059,69,80.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,48.3,59.69,12,4,4,3,17.88,6.8,10.48,13.14,0,0,23
834625,1,2014,2014-01-01,10,2.52,4,2559,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15060,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834630,1,2014,2014-01-01,8,2.52,4,1406,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15061,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834631,1,2014,2014-01-01,9,2.52,4,2097,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15062,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834633,1,2014,2014-01-01,17,2.46,4,2231,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15063,51,62.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,33.37,44.76,9,3,4,1,13.41,5.1,10.48,4.38,0,0,17
834636,1,2014,2014-01-01,9,2.52,4,2542,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15064,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834638,1,2014,2014-01-01,9,2.52,4,1740,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15065,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834642,1,2014,2014-01-01,3,2.46,5,3107,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15066,9,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.47,15.86,3,0,0,0,4.47,0,0,0,0,0,3
834644,1,2014,2014-01-01,13,2.46,4,4605,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15067,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834646,1,2014,2014-01-01,11,2.52,4,3891,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15068,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834647,1,2014,2014-01-01,32,2.52,4,4865,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15069,96,107.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,120.12,131.51,9,7,5,4,13.41,11.9,13.1,17.52,7,64.19,32
834648,1,2014,2014-01-01,4,2.52,4,5153,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15070,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834649,1,2014,2014-01-01,28,2.58,4,4068,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15071,84,95.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,97.46,108.85,9,6,4,4,13.41,10.2,10.48,17.52,5,45.85,28
834653,1,2014,2014-01-01,18,2.52,4,5481,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15072,54,65.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,29.63,41.02,9,8,1,0,13.41,13.6,2.62,0,0,0,18
834654,1,2014,2014-01-01,15,2.58,4,4203,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15073,45,56.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,23.61,35,9,6,0,0,13.41,10.2,0,0,0,0,15
834655,1,2014,2014-01-01,8,2.52,4,5244,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15074,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834657,1,2014,2014-01-01,11,2.58,4,3662,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15075,33,44.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16.81,28.2,9,2,0,0,13.41,3.4,0,0,0,0,11
834659,1,2014,2014-01-01,19,2.52,4,6130,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15076,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,31.33,42.72,9,9,1,0,13.41,15.3,2.62,0,0,0,19
834661,1,2014,2014-01-01,23,2.52,4,4605,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15077,69,80.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,48.93,60.32,9,7,4,3,13.41,11.9,10.48,13.14,0,0,23
834662,1,2014,2014-01-01,13,2.58,5,4600,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15078,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19.58,30.97,12,1,0,0,17.88,1.7,0,0,0,0,13
834663,1,2014,2014-01-01,19,2.52,4,4600,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15079,57,68.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,33.17,44.56,9,7,3,0,13.41,11.9,7.86,0,0,0,19
834665,1,2014,2014-01-01,8,2.52,4,4580,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15080,24,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.92,23.31,8,0,0,0,11.92,0,0,0,0,0,8
834666,1,2014,2014-01-01,9,2.52,4,4325,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15081,27,38.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.41,24.8,9,0,0,0,13.41,0,0,0,0,0,9
834667,1,2014,2014-01-01,13,2.52,4,4535,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15082,39,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20.21,31.6,9,4,0,0,13.41,6.8,0,0,0,0,13
834672,1,2014,2014-01-01,4,2.52,4,5550,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15083,12,23.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.96,17.35,4,0,0,0,5.96,0,0,0,0,0,4
834675,1,2014,2014-01-01,12,2.52,4,2157,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15084,36,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.51,29.9,9,3,0,0,13.41,5.1,0,0,0,0,12
834676,1,2014,2014-01-01,16,2.52,4,1688,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15085,48,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30.75,42.14,9,3,3,1,13.41,5.1,7.86,4.38,0,0,16
834678,1,2014,2014-01-01,10,2.52,4,1930,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15086,30,41.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15.11,26.5,9,1,0,0,13.41,1.7,0,0,0,0,10
834679,1,2014,2014-01-01,21,2.52,6,2393,"RESIDENTIAL_SINGLE","R1","3/4""","POTABLE",15087,63,74.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,35.52,46.91,14,4,3,0,20.86,6.8,7.86,0,0,0,21
